train_mse,train_mae,train_rmse,train_mape,train_mse_per_target,test_mse,test_mae,test_rmse,test_mape,test_mse_per_target
25.37760831799245,3.7555197188525593,5.037619310546645,1.2295116677933327,[25.37760832],798.290087264473,17.69192566212571,28.25402780603985,3.4425267917789397,[798.29008726]
19.539722924848455,3.1037591084932172,4.420375880493474,1.0053537788262867,[19.53972292],817.9483701729603,17.440542746728074,28.599796680622752,3.377804996109393,[817.94837017]
10.200555759339387,2.216638822472349,3.193830890848698,0.747281989147289,[10.20055576],692.631469747899,14.626119126961017,26.317892578014277,2.6991789229384433,[692.63146975]
